major,school,degree_level,academic_year,plan_status,requirement_group,course_code,course_title,course_type,credit_hours,prerequisites,source_page,source
Data Science and Artificial Intelligence,School of Computing and Informatics,Technical,Current uploaded version,current,Department Requirements,0010204390,HNC Training,HTU,12,Minimum number of completed hours >=85,2,73f333d7-5819-ed11-b847-00155d140b05_14e97f0f4b0d4574acc5891501674540.pdf
Data Science and Artificial Intelligence,School of Computing and Informatics,Technical,Current uploaded version,current,Department Requirements,0010204490,HND Training,HTU,6,Pre or corequisite HNC Training (0010204390),2,73f333d7-5819-ed11-b847-00155d140b05_14e97f0f4b0d4574acc5891501674540.pdf
Data Science and Artificial Intelligence,School of Computing and Informatics,Technical,Current uploaded version,current,Department Requirements,0040201201,Data Structures & Algorithms,HND,3,Programming (0040201100),2,73f333d7-5819-ed11-b847-00155d140b05_14e97f0f4b0d4574acc5891501674540.pdf
Data Science and Artificial Intelligence,School of Computing and Informatics,Technical,Current uploaded version,current,Department Requirements,0040201341,Operating Systems,HND,3,Data Structures & Algorithms (0040201201),2,73f333d7-5819-ed11-b847-00155d140b05_14e97f0f4b0d4574acc5891501674540.pdf
Data Science and Artificial Intelligence,School of Computing and Informatics,Technical,Current uploaded version,current,University Requirements,0030301111,Arabic Language & Communication Skills,HTU,1,Remedial Arabic Language (30301110),1,73f333d7-5819-ed11-b847-00155d140b05_14e97f0f4b0d4574acc5891501674540.pdf
Data Science and Artificial Intelligence,School of Computing and Informatics,Technical,Current uploaded version,current,University Requirements,0030301121,English Pre-Intermediate Intensive + Lab,HTU,4,Pre-Foundation English Elementary Intensive + Lab (0030301120),1,73f333d7-5819-ed11-b847-00155d140b05_14e97f0f4b0d4574acc5891501674540.pdf
Data Science and Artificial Intelligence,School of Computing and Informatics,Technical,Current uploaded version,current,University Requirements,0030301122,English Intermediate,HTU,3,English Pre-Intermediate Intensive + Lab (0030301121),1,73f333d7-5819-ed11-b847-00155d140b05_14e97f0f4b0d4574acc5891501674540.pdf
Data Science and Artificial Intelligence,School of Computing and Informatics,Technical,Current uploaded version,current,University Requirements,0030301123,English Upper - Intermediate,HTU,3,English Intermediate (0030301122),1,73f333d7-5819-ed11-b847-00155d140b05_14e97f0f4b0d4574acc5891501674540.pdf
Data Science and Artificial Intelligence,School of Computing and Informatics,Technical,Current uploaded version,current,University Requirements,0030302129,Military Science,HTU,1,,1,73f333d7-5819-ed11-b847-00155d140b05_14e97f0f4b0d4574acc5891501674540.pdf
Data Science and Artificial Intelligence,School of Computing and Informatics,Technical,Current uploaded version,current,University Requirements,0030303111,Functional Math,HTU,3,Remedial Math (0030303110),1,73f333d7-5819-ed11-b847-00155d140b05_14e97f0f4b0d4574acc5891501674540.pdf
Data Science and Artificial Intelligence,School of Computing and Informatics,Technical,Current uploaded version,current,University Requirements,0030303121,STEM Lab I,HTU,1,,1,73f333d7-5819-ed11-b847-00155d140b05_14e97f0f4b0d4574acc5891501674540.pdf
Data Science and Artificial Intelligence,School of Computing and Informatics,Technical,Current uploaded version,current,University Requirements,0040201100,Programming,HNC,3,Fundamentals of Computing (0040303130),1,73f333d7-5819-ed11-b847-00155d140b05_14e97f0f4b0d4574acc5891501674540.pdf
Data Science and Artificial Intelligence,School of Computing and Informatics,Technical,Current uploaded version,current,University Requirements,0040201290,Planning a Computing Project,HNC,4,Professional Practice (0040302211),1,73f333d7-5819-ed11-b847-00155d140b05_14e97f0f4b0d4574acc5891501674540.pdf
Data Science and Artificial Intelligence,School of Computing and Informatics,Technical,Current uploaded version,current,University Requirements,0040302111,Professional Skills,HTU,1,,1,73f333d7-5819-ed11-b847-00155d140b05_14e97f0f4b0d4574acc5891501674540.pdf
Data Science and Artificial Intelligence,School of Computing and Informatics,Technical,Current uploaded version,current,University Requirements,0040302211,Professional Practice,HNC,3,[Professional Skills (0040302111) or Soft Skills I (30302111)] and English Intermediate (0030301122),1,73f333d7-5819-ed11-b847-00155d140b05_14e97f0f4b0d4574acc5891501674540.pdf
Data Science and Artificial Intelligence,School of Computing and Informatics,Technical,Current uploaded version,current,University Requirements,0040302231,Entrepreneurship Bootcamp,HTU,4,English Upper – Intermediate (0030301123) + [Professional Practice (0040302211) or Soft Skills II (30302112)],1,73f333d7-5819-ed11-b847-00155d140b05_14e97f0f4b0d4574acc5891501674540.pdf
Data Science and Artificial Intelligence,School of Computing and Informatics,Technical,Current uploaded version,current,University Requirements,0040303121,Maths for Computing,HNC,3,Functional Math (0030303111),1,73f333d7-5819-ed11-b847-00155d140b05_14e97f0f4b0d4574acc5891501674540.pdf
Data Science and Artificial Intelligence,School of Computing and Informatics,Technical,Current uploaded version,current,University Requirements,0040303130,Fundamentals of Computing,HTU,4,,1,73f333d7-5819-ed11-b847-00155d140b05_14e97f0f4b0d4574acc5891501674540.pdf
Data Science and Artificial Intelligence,School of Computing and Informatics,Technical,Current uploaded version,current,University Requirements,0040303221,Discrete Maths,HND,3,Maths for computing (0040303121) Corequisite Data Structures & Algorithms (0040201201),1,73f333d7-5819-ed11-b847-00155d140b05_14e97f0f4b0d4574acc5891501674540.pdf
Electrical Engineering,School of Engineering Technology,BSc,2022,current,School Requirements,00101100,Introduction to Engineering Drawing,HTU,,-,6,73f333d7-5819-ed11-b847-00155d140b05_a5f16efa559d481cac6cc29f1cb2d9dc.pdf
Electrical Engineering,School of Engineering Technology,BSc,2022,current,School Requirements,00101103,Workshop I,HTU,,-,6,73f333d7-5819-ed11-b847-00155d140b05_a5f16efa559d481cac6cc29f1cb2d9dc.pdf
Electrical Engineering,School of Engineering Technology,BSc,2022,current,School Requirements,00101104,Workshop II,HTU,,00101103,6,73f333d7-5819-ed11-b847-00155d140b05_a5f16efa559d481cac6cc29f1cb2d9dc.pdf
Electrical Engineering,School of Engineering Technology,BSc,2022,current,School Requirements,00101112,Engineering Design,HNC,,00101100,6,73f333d7-5819-ed11-b847-00155d140b05_a5f16efa559d481cac6cc29f1cb2d9dc.pdf
Electrical Engineering,School of Engineering Technology,BSc,2022,current,School Requirements,00102102,STEM Lab II,HTU,,00103101,6,73f333d7-5819-ed11-b847-00155d140b05_a5f16efa559d481cac6cc29f1cb2d9dc.pdf
Electrical Engineering,School of Engineering Technology,BSc,2022,current,School Requirements,00102111,Engineering Science,HNC,,30303112,6,73f333d7-5819-ed11-b847-00155d140b05_a5f16efa559d481cac6cc29f1cb2d9dc.pdf
Electrical Engineering,School of Engineering Technology,BSc,2022,current,School Requirements,00102220,Managing a Professional Engineering Project,HNC,,00101112,6,73f333d7-5819-ed11-b847-00155d140b05_a5f16efa559d481cac6cc29f1cb2d9dc.pdf
Electrical Engineering,School of Engineering Technology,BSc,2022,current,School Requirements,00102321,Professional Engineering Management,HND,,00102220,7,73f333d7-5819-ed11-b847-00155d140b05_a5f16efa559d481cac6cc29f1cb2d9dc.pdf
Electrical Engineering,School of Engineering Technology,BSc,2022,current,School Requirements,00102541,Photovoltaic Systems,HTU,,00103232,7,73f333d7-5819-ed11-b847-00155d140b05_a5f16efa559d481cac6cc29f1cb2d9dc.pdf
Electrical Engineering,School of Engineering Technology,BSc,2022,current,School Requirements,00103101,STEM Lab I,HTU,,-,6,73f333d7-5819-ed11-b847-00155d140b05_a5f16efa559d481cac6cc29f1cb2d9dc.pdf
Electrical Engineering,School of Engineering Technology,BSc,2022,current,School Requirements,00103110,Engineering Math,HNC,,30303111,6,73f333d7-5819-ed11-b847-00155d140b05_a5f16efa559d481cac6cc29f1cb2d9dc.pdf
Electrical Engineering,School of Engineering Technology,BSc,2022,current,School Requirements,00103205,Advanced Workshop for Electrical Engineers,HTU,,00101104,7,73f333d7-5819-ed11-b847-00155d140b05_a5f16efa559d481cac6cc29f1cb2d9dc.pdf
Electrical Engineering,School of Engineering Technology,BSc,2022,current,School Requirements,00103213,Further Mathematics,HND,,00103110,7,73f333d7-5819-ed11-b847-00155d140b05_a5f16efa559d481cac6cc29f1cb2d9dc.pdf
Electrical Engineering,School of Engineering Technology,BSc,2022,current,School Requirements,00103230,Electrical and Electronic Principles,HNC,,00102111,7,73f333d7-5819-ed11-b847-00155d140b05_a5f16efa559d481cac6cc29f1cb2d9dc.pdf
Electrical Engineering,School of Engineering Technology,BSc,2022,current,School Requirements,00103232,"Further Electrical, Electronic and Digital Principles",HND,,"00103230, 00103213",7,73f333d7-5819-ed11-b847-00155d140b05_a5f16efa559d481cac6cc29f1cb2d9dc.pdf
Electrical Engineering,School of Engineering Technology,BSc,2022,current,School Requirements,00103240,Electronic Circuits and Devices,HNC,,00103230,7,73f333d7-5819-ed11-b847-00155d140b05_a5f16efa559d481cac6cc29f1cb2d9dc.pdf
Electrical Engineering,School of Engineering Technology,BSc,2022,current,School Requirements,00103250,Instrumentation and Control Systems,HNC,,00103230,7,73f333d7-5819-ed11-b847-00155d140b05_a5f16efa559d481cac6cc29f1cb2d9dc.pdf
Electrical Engineering,School of Engineering Technology,BSc,2022,current,School Requirements,00103282,Digital Design,HTU,,40303130,7,73f333d7-5819-ed11-b847-00155d140b05_a5f16efa559d481cac6cc29f1cb2d9dc.pdf
Electrical Engineering,School of Engineering Technology,BSc,2022,current,School Requirements,00103331,"Industrial Power, Electronics and Storage",HND,,00103240,7,73f333d7-5819-ed11-b847-00155d140b05_a5f16efa559d481cac6cc29f1cb2d9dc.pdf
Electrical Engineering,School of Engineering Technology,BSc,2022,current,School Requirements,00103333,Electrical Machines,HTU,,00103232,7,73f333d7-5819-ed11-b847-00155d140b05_a5f16efa559d481cac6cc29f1cb2d9dc.pdf
Electrical Engineering,School of Engineering Technology,BSc,2022,current,School Requirements,00103351,Industrial Systems,HND,,"00103250, 00103282",7,73f333d7-5819-ed11-b847-00155d140b05_a5f16efa559d481cac6cc29f1cb2d9dc.pdf
Electrical Engineering,School of Engineering Technology,BSc,2022,current,School Requirements,00103352,Further Control Systems,HND,,"00103250, 00103213",7,73f333d7-5819-ed11-b847-00155d140b05_a5f16efa559d481cac6cc29f1cb2d9dc.pdf
Electrical Engineering,School of Engineering Technology,BSc,2022,current,School Requirements,00103367,Telecommunication Principles,HNC,,"00103282, 00103110",7,73f333d7-5819-ed11-b847-00155d140b05_a5f16efa559d481cac6cc29f1cb2d9dc.pdf
Electrical Engineering,School of Engineering Technology,BSc,2022,current,School Requirements,00103375,Introduction to AI and Data Sciences,HTU,,40303130 & 00103110,6,73f333d7-5819-ed11-b847-00155d140b05_a5f16efa559d481cac6cc29f1cb2d9dc.pdf
Electrical Engineering,School of Engineering Technology,BSc,2022,current,School Requirements,00103383,Programmable Logic Controllers,HTU,,"00103282, 00103250",7,73f333d7-5819-ed11-b847-00155d140b05_a5f16efa559d481cac6cc29f1cb2d9dc.pdf
Electrical Engineering,School of Engineering Technology,BSc,2022,current,School Requirements,00103490,Research Project for Electrical Engineers,HND,,Passed 90 credit hours,7,73f333d7-5819-ed11-b847-00155d140b05_a5f16efa559d481cac6cc29f1cb2d9dc.pdf
Electrical Engineering,School of Engineering Technology,BSc,2022,current,School Requirements,00103534,Power Systems,HTU,,00103232,7,73f333d7-5819-ed11-b847-00155d140b05_a5f16efa559d481cac6cc29f1cb2d9dc.pdf
Electrical Engineering,School of Engineering Technology,BSc,2022,current,School Requirements,00103546,Advanced Electronics,HTU,,00103240,7,73f333d7-5819-ed11-b847-00155d140b05_a5f16efa559d481cac6cc29f1cb2d9dc.pdf
Electrical Engineering,School of Engineering Technology,BSc,2022,current,School Requirements,00103553,Industry 4.0,HTU,,"00103351, 00103367",7,73f333d7-5819-ed11-b847-00155d140b05_a5f16efa559d481cac6cc29f1cb2d9dc.pdf
Electrical Engineering,School of Engineering Technology,BSc,2022,current,School Requirements,00103566,Speech and Image Processing,HTU,,"00103375, 00103213",7,73f333d7-5819-ed11-b847-00155d140b05_a5f16efa559d481cac6cc29f1cb2d9dc.pdf
Electrical Engineering,School of Engineering Technology,BSc,2022,current,School Requirements,00103568,Engineering Electromagnetics,HTU,,00103230. 00103213,7,73f333d7-5819-ed11-b847-00155d140b05_a5f16efa559d481cac6cc29f1cb2d9dc.pdf
Electrical Engineering,School of Engineering Technology,BSc,2022,current,School Requirements,00103581,Embedded Systems,HTU,,00103282,7,73f333d7-5819-ed11-b847-00155d140b05_a5f16efa559d481cac6cc29f1cb2d9dc.pdf
Electrical Engineering,School of Engineering Technology,BSc,2022,current,School Requirements,30303111,Functional Math,HTU,,30303110,6,73f333d7-5819-ed11-b847-00155d140b05_a5f16efa559d481cac6cc29f1cb2d9dc.pdf
Electrical Engineering,School of Engineering Technology,BSc,2022,current,School Requirements,30303112,Functional Physics,HTU,,-,6,73f333d7-5819-ed11-b847-00155d140b05_a5f16efa559d481cac6cc29f1cb2d9dc.pdf
Electrical Engineering,School of Engineering Technology,BSc,2022,current,School Requirements,40303130,Fundamentals of Computing,HTU,,-,6,73f333d7-5819-ed11-b847-00155d140b05_a5f16efa559d481cac6cc29f1cb2d9dc.pdf
Electrical Engineering,School of Engineering Technology,BSc,2022,current,University Requirements,30301111,Arabic Language & Communication Skills,,,30301110,5,73f333d7-5819-ed11-b847-00155d140b05_a5f16efa559d481cac6cc29f1cb2d9dc.pdf
Electrical Engineering,School of Engineering Technology,BSc,2022,current,University Requirements,30301121,Pre-Intermediate English Intensive + Lab,,,30301120 Pre-Foundation English Elementary Intensive,5,73f333d7-5819-ed11-b847-00155d140b05_a5f16efa559d481cac6cc29f1cb2d9dc.pdf
Electrical Engineering,School of Engineering Technology,BSc,2022,current,University Requirements,30301122,English Intermediate,,,30301121,5,73f333d7-5819-ed11-b847-00155d140b05_a5f16efa559d481cac6cc29f1cb2d9dc.pdf
Electrical Engineering,School of Engineering Technology,BSc,2022,current,University Requirements,30301123,English Upper-Intermediate,,,30301122,5,73f333d7-5819-ed11-b847-00155d140b05_a5f16efa559d481cac6cc29f1cb2d9dc.pdf
Electrical Engineering,School of Engineering Technology,BSc,2022,current,University Requirements,30301124,English Advanced,,,30301123,5,73f333d7-5819-ed11-b847-00155d140b05_a5f16efa559d481cac6cc29f1cb2d9dc.pdf
Electrical Engineering,School of Engineering Technology,BSc,2022,current,University Requirements,30301130,Foundational French Language,,,-,5,73f333d7-5819-ed11-b847-00155d140b05_a5f16efa559d481cac6cc29f1cb2d9dc.pdf
Electrical Engineering,School of Engineering Technology,BSc,2022,current,University Requirements,30301131,French Language Level 1,,,30301130,5,73f333d7-5819-ed11-b847-00155d140b05_a5f16efa559d481cac6cc29f1cb2d9dc.pdf
Electrical Engineering,School of Engineering Technology,BSc,2022,current,University Requirements,30301140,Foundational German Language,,,-,5,73f333d7-5819-ed11-b847-00155d140b05_a5f16efa559d481cac6cc29f1cb2d9dc.pdf
Electrical Engineering,School of Engineering Technology,BSc,2022,current,University Requirements,30301141,German Language level 1,,,30301140,5,73f333d7-5819-ed11-b847-00155d140b05_a5f16efa559d481cac6cc29f1cb2d9dc.pdf
Electrical Engineering,School of Engineering Technology,BSc,2022,current,University Requirements,30301150,Foundational Spanish Language,,,-,5,73f333d7-5819-ed11-b847-00155d140b05_a5f16efa559d481cac6cc29f1cb2d9dc.pdf
Electrical Engineering,School of Engineering Technology,BSc,2022,current,University Requirements,30301160,Foundational Turkish Language,,,-,5,73f333d7-5819-ed11-b847-00155d140b05_a5f16efa559d481cac6cc29f1cb2d9dc.pdf
Electrical Engineering,School of Engineering Technology,BSc,2022,current,University Requirements,30301170,Foundational Italian Language,,,,5,73f333d7-5819-ed11-b847-00155d140b05_a5f16efa559d481cac6cc29f1cb2d9dc.pdf
Electrical Engineering,School of Engineering Technology,BSc,2022,current,University Requirements,30301171,Italian Language,,,30301170,5,73f333d7-5819-ed11-b847-00155d140b05_a5f16efa559d481cac6cc29f1cb2d9dc.pdf
Electrical Engineering,School of Engineering Technology,BSc,2022,current,University Requirements,30301180,Chinese 1,,,,5,73f333d7-5819-ed11-b847-00155d140b05_a5f16efa559d481cac6cc29f1cb2d9dc.pdf
Electrical Engineering,School of Engineering Technology,BSc,2022,current,University Requirements,30301221,Development Academic Writing,,,30301124,5,73f333d7-5819-ed11-b847-00155d140b05_a5f16efa559d481cac6cc29f1cb2d9dc.pdf
Electrical Engineering,School of Engineering Technology,BSc,2022,current,University Requirements,30301222,Research and Technical Writing,,,30301124,5,73f333d7-5819-ed11-b847-00155d140b05_a5f16efa559d481cac6cc29f1cb2d9dc.pdf
Electrical Engineering,School of Engineering Technology,BSc,2022,current,University Requirements,30301232,French Language Level 2,,,30301131,5,73f333d7-5819-ed11-b847-00155d140b05_a5f16efa559d481cac6cc29f1cb2d9dc.pdf
Electrical Engineering,School of Engineering Technology,BSc,2022,current,University Requirements,30301233,French Language Level 3,,,30301232,5,73f333d7-5819-ed11-b847-00155d140b05_a5f16efa559d481cac6cc29f1cb2d9dc.pdf
Electrical Engineering,School of Engineering Technology,BSc,2022,current,University Requirements,30302121,Science & Society Seminar I: Arab Contributions to Science and Arts,,,-,5,73f333d7-5819-ed11-b847-00155d140b05_a5f16efa559d481cac6cc29f1cb2d9dc.pdf
Electrical Engineering,School of Engineering Technology,BSc,2022,current,University Requirements,30302122,Science & Society Seminar II: Philosophy of Science,,,-,5,73f333d7-5819-ed11-b847-00155d140b05_a5f16efa559d481cac6cc29f1cb2d9dc.pdf
Electrical Engineering,School of Engineering Technology,BSc,2022,current,University Requirements,30302123,Art Appreciation and Techniques,,,-,5,73f333d7-5819-ed11-b847-00155d140b05_a5f16efa559d481cac6cc29f1cb2d9dc.pdf
Electrical Engineering,School of Engineering Technology,BSc,2022,current,University Requirements,30302124,Civil & Professional Culture,,,-,5,73f333d7-5819-ed11-b847-00155d140b05_a5f16efa559d481cac6cc29f1cb2d9dc.pdf
Electrical Engineering,School of Engineering Technology,BSc,2022,current,University Requirements,30302125,Rights and Responsibilities: Understanding Human Rights,,,-,5,73f333d7-5819-ed11-b847-00155d140b05_a5f16efa559d481cac6cc29f1cb2d9dc.pdf
Electrical Engineering,School of Engineering Technology,BSc,2022,current,University Requirements,30302129,Military Science,,,-,5,73f333d7-5819-ed11-b847-00155d140b05_a5f16efa559d481cac6cc29f1cb2d9dc.pdf
Electrical Engineering,School of Engineering Technology,BSc,2022,current,University Requirements,30302232,Leadership Camp,,,30302231 or 40302231,5,73f333d7-5819-ed11-b847-00155d140b05_a5f16efa559d481cac6cc29f1cb2d9dc.pdf
Electrical Engineering,School of Engineering Technology,BSc,2022,current,University Requirements,40302111,Professional Skills,,,-,5,73f333d7-5819-ed11-b847-00155d140b05_a5f16efa559d481cac6cc29f1cb2d9dc.pdf
Electrical Engineering,School of Engineering Technology,BSc,2022,current,University Requirements,40302211,Professional Practice,,,40302111,5,73f333d7-5819-ed11-b847-00155d140b05_a5f16efa559d481cac6cc29f1cb2d9dc.pdf
Electrical Engineering,School of Engineering Technology,BSc,2022,current,University Requirements,40302231,Entrepreneurship Bootcamp,,,30301123 & 40302211,5,73f333d7-5819-ed11-b847-00155d140b05_a5f16efa559d481cac6cc29f1cb2d9dc.pdf
Electrical Engineering,School of Engineering Technology,Technical,2022,current,School Requirements,00101100,Introduction to Engineering Drawing,HTU,,-,6,73f333d7-5819-ed11-b847-00155d140b05_2c51c9ef2be44c07bbef01112b5a0a1d.pdf
Electrical Engineering,School of Engineering Technology,Technical,2022,current,School Requirements,00101103,Workshop I,HTU,,-,6,73f333d7-5819-ed11-b847-00155d140b05_2c51c9ef2be44c07bbef01112b5a0a1d.pdf
Electrical Engineering,School of Engineering Technology,Technical,2022,current,School Requirements,00101104,Workshop II,HTU,,00101103,6,73f333d7-5819-ed11-b847-00155d140b05_2c51c9ef2be44c07bbef01112b5a0a1d.pdf
Electrical Engineering,School of Engineering Technology,Technical,2022,current,School Requirements,00101112,Engineering Design,HNC,,00101100,6,73f333d7-5819-ed11-b847-00155d140b05_2c51c9ef2be44c07bbef01112b5a0a1d.pdf
Electrical Engineering,School of Engineering Technology,Technical,2022,current,School Requirements,00102102,STEM Lab II,HTU,,00103101,6,73f333d7-5819-ed11-b847-00155d140b05_2c51c9ef2be44c07bbef01112b5a0a1d.pdf
Electrical Engineering,School of Engineering Technology,Technical,2022,current,School Requirements,00102111,Engineering Science,HNC,,30303112,6,73f333d7-5819-ed11-b847-00155d140b05_2c51c9ef2be44c07bbef01112b5a0a1d.pdf
Electrical Engineering,School of Engineering Technology,Technical,2022,current,School Requirements,00102220,Managing a Professional Engineering Project,HNC,,00101112,6,73f333d7-5819-ed11-b847-00155d140b05_2c51c9ef2be44c07bbef01112b5a0a1d.pdf
Electrical Engineering,School of Engineering Technology,Technical,2022,current,School Requirements,00102321,Professional Engineering Management,HND,,00102220,7,73f333d7-5819-ed11-b847-00155d140b05_2c51c9ef2be44c07bbef01112b5a0a1d.pdf
Electrical Engineering,School of Engineering Technology,Technical,2022,current,School Requirements,00102541,Photovoltaic Systems,HTU,,00103232,7,73f333d7-5819-ed11-b847-00155d140b05_2c51c9ef2be44c07bbef01112b5a0a1d.pdf
Electrical Engineering,School of Engineering Technology,Technical,2022,current,School Requirements,00103101,STEM Lab I,HTU,,-,6,73f333d7-5819-ed11-b847-00155d140b05_2c51c9ef2be44c07bbef01112b5a0a1d.pdf
Electrical Engineering,School of Engineering Technology,Technical,2022,current,School Requirements,00103110,Engineering Math,HNC,,30303111,6,73f333d7-5819-ed11-b847-00155d140b05_2c51c9ef2be44c07bbef01112b5a0a1d.pdf
Electrical Engineering,School of Engineering Technology,Technical,2022,current,School Requirements,00103205,Advanced Workshop for Electrical Engineers,HTU,,00101104,7,73f333d7-5819-ed11-b847-00155d140b05_2c51c9ef2be44c07bbef01112b5a0a1d.pdf
Electrical Engineering,School of Engineering Technology,Technical,2022,current,School Requirements,00103213,Further Mathematics,HND,,00103110,7,73f333d7-5819-ed11-b847-00155d140b05_2c51c9ef2be44c07bbef01112b5a0a1d.pdf
Electrical Engineering,School of Engineering Technology,Technical,2022,current,School Requirements,00103230,Electrical and Electronic Principles,HNC,,00102111,7,73f333d7-5819-ed11-b847-00155d140b05_2c51c9ef2be44c07bbef01112b5a0a1d.pdf
Electrical Engineering,School of Engineering Technology,Technical,2022,current,School Requirements,00103232,"Further Electrical, Electronic and Digital Principles",HND,,"00103230, 00103213",7,73f333d7-5819-ed11-b847-00155d140b05_2c51c9ef2be44c07bbef01112b5a0a1d.pdf
Electrical Engineering,School of Engineering Technology,Technical,2022,current,School Requirements,00103240,Electronic Circuits and Devices,HNC,,00103230,7,73f333d7-5819-ed11-b847-00155d140b05_2c51c9ef2be44c07bbef01112b5a0a1d.pdf
Electrical Engineering,School of Engineering Technology,Technical,2022,current,School Requirements,00103250,Instrumentation and Control Systems,HNC,,00103230,7,73f333d7-5819-ed11-b847-00155d140b05_2c51c9ef2be44c07bbef01112b5a0a1d.pdf
Electrical Engineering,School of Engineering Technology,Technical,2022,current,School Requirements,00103282,Digital Design,HTU,,40303130,7,73f333d7-5819-ed11-b847-00155d140b05_2c51c9ef2be44c07bbef01112b5a0a1d.pdf
Electrical Engineering,School of Engineering Technology,Technical,2022,current,School Requirements,00103331,"Industrial Power, Electronics and Storage",HND,,00103240,7,73f333d7-5819-ed11-b847-00155d140b05_2c51c9ef2be44c07bbef01112b5a0a1d.pdf
Electrical Engineering,School of Engineering Technology,Technical,2022,current,School Requirements,00103333,Electrical Machines,HTU,,00103232,7,73f333d7-5819-ed11-b847-00155d140b05_2c51c9ef2be44c07bbef01112b5a0a1d.pdf
Electrical Engineering,School of Engineering Technology,Technical,2022,current,School Requirements,00103351,Industrial Systems,HND,,"00103250, 00103282",7,73f333d7-5819-ed11-b847-00155d140b05_2c51c9ef2be44c07bbef01112b5a0a1d.pdf
Electrical Engineering,School of Engineering Technology,Technical,2022,current,School Requirements,00103352,Further Control Systems,HND,,"00103250, 00103213",7,73f333d7-5819-ed11-b847-00155d140b05_2c51c9ef2be44c07bbef01112b5a0a1d.pdf
Electrical Engineering,School of Engineering Technology,Technical,2022,current,School Requirements,00103367,Telecommunication Principles,HNC,,"00103282, 00103110",7,73f333d7-5819-ed11-b847-00155d140b05_2c51c9ef2be44c07bbef01112b5a0a1d.pdf
Electrical Engineering,School of Engineering Technology,Technical,2022,current,School Requirements,00103375,Introduction to AI and Data Sciences,HTU,,40303130 & 00103110,6,73f333d7-5819-ed11-b847-00155d140b05_2c51c9ef2be44c07bbef01112b5a0a1d.pdf
Electrical Engineering,School of Engineering Technology,Technical,2022,current,School Requirements,00103383,Programmable Logic Controllers,HTU,,"00103282, 00103250",7,73f333d7-5819-ed11-b847-00155d140b05_2c51c9ef2be44c07bbef01112b5a0a1d.pdf
Electrical Engineering,School of Engineering Technology,Technical,2022,current,School Requirements,00103490,Research Project for Electrical Engineers,HND,,Passed 90 credit hours,7,73f333d7-5819-ed11-b847-00155d140b05_2c51c9ef2be44c07bbef01112b5a0a1d.pdf
Electrical Engineering,School of Engineering Technology,Technical,2022,current,School Requirements,30303111,Functional Math,HTU,,30303110,6,73f333d7-5819-ed11-b847-00155d140b05_2c51c9ef2be44c07bbef01112b5a0a1d.pdf
Electrical Engineering,School of Engineering Technology,Technical,2022,current,School Requirements,30303112,Functional Physics,HTU,,-,6,73f333d7-5819-ed11-b847-00155d140b05_2c51c9ef2be44c07bbef01112b5a0a1d.pdf
Electrical Engineering,School of Engineering Technology,Technical,2022,current,School Requirements,40303130,Fundamentals of Computing,HTU,,-,6,73f333d7-5819-ed11-b847-00155d140b05_2c51c9ef2be44c07bbef01112b5a0a1d.pdf
Electrical Engineering,School of Engineering Technology,Technical,2022,current,University Requirements,30301111,Arabic Language & Communication Skills,,,30301110,5,73f333d7-5819-ed11-b847-00155d140b05_2c51c9ef2be44c07bbef01112b5a0a1d.pdf
Electrical Engineering,School of Engineering Technology,Technical,2022,current,University Requirements,30301121,Pre-Intermediate English Intensive + Lab,,,30301120 Pre-Foundation English Elementary Intensive,5,73f333d7-5819-ed11-b847-00155d140b05_2c51c9ef2be44c07bbef01112b5a0a1d.pdf
Electrical Engineering,School of Engineering Technology,Technical,2022,current,University Requirements,30301122,English Intermediate,,,30301121,5,73f333d7-5819-ed11-b847-00155d140b05_2c51c9ef2be44c07bbef01112b5a0a1d.pdf
Electrical Engineering,School of Engineering Technology,Technical,2022,current,University Requirements,30301123,English Upper-Intermediate,,,30301122,5,73f333d7-5819-ed11-b847-00155d140b05_2c51c9ef2be44c07bbef01112b5a0a1d.pdf
Electrical Engineering,School of Engineering Technology,Technical,2022,current,University Requirements,30301130,Foundational French Language,,,-,5,73f333d7-5819-ed11-b847-00155d140b05_2c51c9ef2be44c07bbef01112b5a0a1d.pdf
Electrical Engineering,School of Engineering Technology,Technical,2022,current,University Requirements,30301131,French Language Level 1,,,30301130,5,73f333d7-5819-ed11-b847-00155d140b05_2c51c9ef2be44c07bbef01112b5a0a1d.pdf
Electrical Engineering,School of Engineering Technology,Technical,2022,current,University Requirements,30301140,Foundational German Language,,,-,5,73f333d7-5819-ed11-b847-00155d140b05_2c51c9ef2be44c07bbef01112b5a0a1d.pdf
Electrical Engineering,School of Engineering Technology,Technical,2022,current,University Requirements,30301141,German Language level 1,,,30301140,5,73f333d7-5819-ed11-b847-00155d140b05_2c51c9ef2be44c07bbef01112b5a0a1d.pdf
Electrical Engineering,School of Engineering Technology,Technical,2022,current,University Requirements,30301150,Foundational Spanish Language,,,-,5,73f333d7-5819-ed11-b847-00155d140b05_2c51c9ef2be44c07bbef01112b5a0a1d.pdf
Electrical Engineering,School of Engineering Technology,Technical,2022,current,University Requirements,30301160,Foundational Turkish Language,,,-,5,73f333d7-5819-ed11-b847-00155d140b05_2c51c9ef2be44c07bbef01112b5a0a1d.pdf
Electrical Engineering,School of Engineering Technology,Technical,2022,current,University Requirements,30301170,Foundational Italian Language,,,,5,73f333d7-5819-ed11-b847-00155d140b05_2c51c9ef2be44c07bbef01112b5a0a1d.pdf
